a/aclu-markers.htm,The ACLU has filed a suit to have all military cross shaped headstones removed,A forwarded email that claims that the American Civil Liberties Union (ACLU) has filed suit to remove "military cross-shaped headstones." The email also says that the ACLU is forcing Navy Chaplains to cease praying in the name of Jesus and also wants to end all prayers in the military.  ,0
a/acorn-registration-fraud.htm,Ohio Man Registered To Vote 72 Times By ACORN,An eRumor about a New York Post report that ACORN activists have been bribing an Ohio man  named Freddie Johnson   with cash and cigarettes to fill out voter registration forms.   Johnson claims he registered to vote 72 times over an 18 month period.  ,1
a/afgani-warning.htm,Halloween 2001 Rumors of planned terrorism at malls, There are several versions of this one circulating.Version #1: An email from a woman in California who claims that a friend of a friend had an Afghan boyfriend who disappeared shortly before the terrorist attacks of September 11 2001.  She received a letter from him on September 10 begging her not to fly on any commercial airliners on September 11 and to stay away from shopping malls on Halloween.Version #2:  Similar story except that it originates from someone who says the message came from a cousin in Pennsylvania.  That message says the information came in a fax from a brother in Philadelphia whose co-worker dated an Afghan.Version #3:  Same story about the warnings of September 11 and Halloween except that it's a letter from a brother who has a friend whose friend dated a person of Arabian descent.Version #4:  Same story but the originator's brother is from Princeton New Jersey.Version #5:  Same story but the FBI came to a shop that does facials to interview a girl whose friend was dating a person of Arab descent. Version #6:  The wife of an Afghan receives a letter from her husband saying he loves her and the kids but that he's on a mission and will never see them again.  He warns them not to eat at any fast-food restaurants for the next 3 weeks.  ,0
a/afghaniwomen.htm,Women in Afghanistan a petition to help them,This email outlined some of the horrific conditions for women in the country of Afghanistan and asked that you add your name to the bottom of the email then send it to a person at Brandeis University to help the women.   ,0
a/afghaniwriter.htm,Letter written by an Afghani-American after September 11,An Afghan woman named Tamim Ansary writes from her heart after the terrorist attack on America and the subsequent attention given to Afghanistan.  The ruling government in Afghanistan has allowed the notorious terrorist Osama bin Laden to live and work in the country and there has been talk a possible United States invasion.  Tamim Ansary writes to help Americans understand that there is a difference between the Afghan people and the ruling government. ,1
a/africanmissionary.htm,American missionary sentenced to death in Africa after traffic accident,MikeHutchinson an American missionary in Guinea-Bissau West Africa is caught inhis car by an angry Moslem mob.  A 16 year old boy is struck by themissionary's car and the missionary is now on trial for his life and with thethreat of immediate execution by hanging.  Some versions say the missionaryis from a church in Long Beach Mississippi.   ,0
a/aids-virgins.htm,Deadly rumor-Some Africans mistakenly believe that sex with a virgin will cure men of AIDS, This eRumor says that there is a myth in Africa especially South Africa that having sex with a virgin will cure AIDS.  It talks about an epidemic of infected males violating virgins including children because of the belief that the younger the virgin the more potent the cure.  It references the rape of a 9-month-old by 6 men.  It also says that another 9-month-old was raped and is fighting for her life.  The email asks you to participate in an email petition to retain the Child Protection Unit in South Africa.  ,1
a/aig-bailout.htm,AIG Was Bailed Out  Because They Insured Congressional Pensions,A forwarded email that says that American International Group Inc. (AIG) got a congressional bailout  because congressional and federal pensions were insured by them.  ,0
a/Air-Force-Academy-Thunderbirds.htm,President Obama Delayed Thunderbirds Air Show Following Air Force Academy Graduation,This is a forwarded email about the 2012 graduation ceremony at the Air Force Academy in Colorado Springs CO on May 23rd.  At the end of every graduation ceremony there is a traditional fly over by the United States Air Force Thunderbirds that is followed by an air show.  The fly over is a precision maneuver where the Thunderbirds fly over the graduates at the same moment that the future U.S. Air Force Officers toss their combination caps in the air.  Following the fly over the Thunderbirds perform an air show for the assembled crowd.  The email says that President Obama had to leave after the Thunderbirds conducted their flyover which resulted in a costly delay of the scheduled performance of the precision flying team.   ,0
a/aircraft-hits-wall.htm,Aircraft Meets Retaining Wall ,eRumor claiming to be written by To The Point News about a brand new Airbus A340-600 that crashed into a retaining wall on a pre-delivery test.  The aircraft crew were all Arabs from Abu Dhabi Aircraft Technologies and when one of them shut off a warning alarm it caused the computer to shut off the brakes while the plane was at full throttle.  ,1
a/airfrance447.htm,Photos from inside a jet aircraft just as it collided with Air France flight 447 ,A forwarded email with photos said to have been taken inside the cabin of a Boeing 737 as it collided with with Air France flight 447 going from Rio De Janeiro to Paris.  ,0
a/Airliner-Nissan-Truck.htm,Jet Airliner With Disabled Landing Gear Saved by Pick Up Truck ,A YouTube link of a video is circulating the Internet that appears to be a news report of a miraculous landing of passenger jet airliner with a disabled nose gear.  As the plane descends on the runway a driver in a pick up truck maneuvers the vehicle just below the plane's nose gear to assist the crippled aircraft in a safe landing.  ,0
a/airposse.htm,Airline pilot who asked his passengers to take action if hijacked, A passenger writes an account of her experience aboard an airliner shortly after the terrorist hijackings of September 11.  She says the pilot gave a pep-talk before take-off that included his instruction that the passengers should overpower any hijackers that might try to take over the flight.  Among other things he allegedly told them to throw things at the hijackers and try to get blankets over their heads so they couldn't see.  ,1
a/airtran297.htm,Muslim Mayhem on AirTran Jetliner,This eRumor is said to be from a man who was aboard an airplane about to depart from Atlanta Georgia when there was a disturbance which he describes as prompted by a group of 11 “Muslim men got on the plane in full attire” and “peppered themselves throughout the plane.” They created a disturbance that included loud cell phone conversations the showing of a porn video on a portable player calling a flight attendant “an infidel dog.” The writer claims that he and another passenger helped physically escort the eleven men toward the exit of the airplane where they were met by 3 TSA agents and 4 police officers to took the men away. Later however the men were allowed to reboard the airplane at which point several of the passengers and the entire crew got off in protest and said they would not fly when the men on the plane. The writer of the eRumor says all of the men were talking in Arabic and speculates whether this was a dry-run for a terrorist attack.  ,1
a/aladdin.htm,Linda Ronstadt Michael Moore and the Aladdin hotel,The eRumor claims to include the texts of letters between Moore and Timmins in reaction to on-stage comments at the Aladdin by singer Linda Ronstadt.  It says that Ronstadt caused a ruckus during her concert by dedicating a song to Moore who produced the controversial election-year film FAHRENHEIT 9/11. Timmins is described as having her escorted off the property and telling her not to come back. Moore wrote Timmins a strong letter about the incident and according to the eRumor Timmins shot back with one of his own. ,1
a/alaskaflight261.htm,Woman who preached to Alaska Airlines passengers on doomed flight,The email being circulated says that a pastor's wifeon a doomed Alaska Airlines plane addressed the passengers for 9 minutes and led them in prayer before the planecrashed.  This allegedly came from an Alaska pilotwho heard the cockpit voice recordings.  The original version of the eRumor said the pastor's wife was from Idaho.  More recent versions say it was apastor's wife from Washington.  Further the email states that thepilot says there was no explanation for why the plane was able to stay aloft forthose final 9 minutes.   ,0
a/alaskan-view-palin.htm,Alaskan Opinion of Sarah Palin,A resident of Wasilla Alaska wrote her views on Republican VP Candidate Sarah Palin pointing out her executive experience and calling her "America's answer to Margaret Thatcher."  ,1
a/aldrin-communion.htm,Lunar Astronaut Buzz Aldrin Celebrated Communion on the Moon ,A forwarded email that says when Astronaut Buzz Aldrin landed on the moon he called the Houston Space Center to request a moment of silence and celebrated the Christian sacrament of Communion. The email also says that this was kept a secret from the public for two decades.   ,1
a/Alex-Singleton-Obama.htm,President Obama Criticized by an Editor of London Daily Telegraph,A scathing article about President Obama allegedly written by Alex Singleton of the United Kingdom's London Daily Telegraph.  It says that President Obama has animosity towards Great Britain because of how it once ruled Kenya.  Because of this the President returned a bust of Winston Churchill that England gave to the U.S. and also gave cheesy gifts to Queen Elizabeth II and Prime Minister Gordon Brown.  ,0
a/alexandra.htm,Forward an email for Alexandra a burn victim in Poland,A picture of a burned infant girl with the story that her name is Alexandra and she was injured in a house fire in Poland.  She's being cared for in Cracow but her care is expensive and her parents are not able to keep paying.  You are asked to forward the email and they will receive 3 cents for each forwarded email to apply to Alexandra's care.  ,0
a/aliens.htm,It's against the law for Americans to have contact with space aliens,This message says that a law already passed by Congress makes it illegal to have contact with a space alien and establishes penalties for anybody who does.  It specifies Title 14 Section 1211 of the Code of Federal Regulations.  ,0
a/alligator.htm,Florida mother who saved her son from an alligator,A little boy went swimming one afternoon in a lake next to his home in Florida. His mom was watching from her window and saw an alligator swimming for the boy.  She got to the dock just in time to grab her son by the arms but the alligator grabbed him by the legs.  She tugged on one end while the alligator tugged on the other until a farmer heard their screams and shot the alligator.  The little boy survived and later told a newspaper reporter that in addition to the scars on his legs from the alligator he had scars on his arms because his mother would not let go.  The email uses the story as an illustration of the fact that God will not let go of us even though there sometimes may be scars from what we've gone through. ,0
a/almightygod.htm,Spiritually needy man who got a voice mail message from "Almighty God",The pastor of a church called "Almighty God Tabernacle" calls his wife from the office one Saturday night but is puzzled why he doesn't get an answer because he knows she's home.  Later when he sees her and asks why she didn't answer she says the phone didn't ring.  The following Monday the pastor gets a call from a man who wants to know who had called him on Saturday night.  He tells the confused pastor that he had contemplated suicide that night and had prayed and asked God whether He was there and if so to give him a sign if God didn't want him to commit suicide.  At that moment the phone rang and the man's caller-ID said "Almighty God."  According to the story the man is now meeting regularly for counseling with the pastor.     ,0
a/amanda-todd.htm,Amanda Todd's YouTube Video on Struggling Bullying Suicide and Self Harm,This is a YouTube video that is circulating the Internet allegedly by a 15 year old girl called Amanda Todd.   She tells how someone on the Internet coaxed her into flashing her chest in a webcam session and how the events that followed led to depression addiction and her suicide.  ,1
a/amanda.ht.htm,Pray for 15 year old Amanda,This eRumor includes a message from a 15-year-old girl named Amanda and another message from her mother.It says that Amanda is suffering from a mysterious degenerative medical condition and wants people to pray for her and let her know they are praying.She says the Make-A-Wish Foundation is sending her and her family to Hawaii.  ,0
a/amandabundy.htm,Six-year-old Amanda Bundy needs prayer for a massive tumor,Summary of Erumor Amanda Bundy is described as having a massive malignant tumor that has spread so widely that there is no organ untouched by it.  The prayer request says she's hospitalized and waiting for test results.   ,1
a/amazingmaze.htm,The amazing maize maze,This eRumor is a picture from the air or a cornfield that has been cut to show a map of the United States along with the words "God Bless America."  It says it is the work of a farmer in Lawrenceburg Tennessee who made it by being guided by a GPS device connected to his computer.  ,1
a/amazon-man-boybook.htm,Protest Over "Boylove" Book on Amazon,The message is a forward of a letter from television minister the Rev. Jerry Falwell protesting that Amazon.com is displaying and selling. ,1
a/amber-alert-jewel-strong.htm,Amber Alert for Jewel Strong,Amber Alert for a missing three year old child  Jewel Strong.    ,1
a/america-wake-up.htm,America Wake Up-a speech on terrorism by a Navy Captain,A speech by U.S. Navy Captain Dan Quimette that says that American has been at war with terrorists for more than two decades and that September 11 was not the first terrorist attack directed at us. He says that each past attack should have been taken as an alarm to wake up but that instead the snooze button pushed on each occasion. ,1
a/american-humanist-ads.htm,"Why Believe in a god?" Campaign,An eRumor with a what looks like a news story about an organization called "The American Humanist Association" launching a  $40000 advertising campaign proclaiming "Why believe in a god? Just be good for goodness' sake"  ,1
a/american-no-abilities-act.htm,Congress Has Passed The American With No Abilities Act,This is a forwarded email that said Congress passed a bill called "The American With No Abilities Act."  Under this new bill more than 25 million new mid-level positions will be created all having very important sounding titles with little responsibility which will provide the new workers with a sense of purpose and performance.   ,0
a/ameritech.htm,Ameritech criticized for "opt-out" policy,  The message says that Jennifer Grandholm appeared on the news to say that Ameritech intends to sell your account information unless you let them know by the end of the month that you don't want them to. It then gives a phone number to call and says that Jennifer Grandholm is upset about the way this is being "covered up" by Ameritech. ,1
a/amero.htm,A New Coin Called the "Amero" Is Being Minted As The Future Currency Of The U.S.A.,Various warnings about the USA Canada and Mexico losing their sovereignty merging into a North American Union and switching to a single currency known as the Amero.   A video by Hal Turner claims that these are already in use in trade agreements with China.    ,0
a/aminalawal.htm,Save Amina Lawal a Nigerian woman sentenced to be stoned to death,You are urged to help appeal to Nigerian authorities to intervene in a death sentence that's been handed down to a Nigerian woman named Amina Lawal.  Her case has been featured on Oprah Winfrey.  The woman became pregnant out of wedlock and has been sentenced to be stoned under a strict Muslim law adopted by several Nigerian states. ,1
a/ammunition-accountability-act.htm,18 States Are Attempting to Implement "Micro-Stamp Encoding" on Fire Arms and Ammunition,A forwarded email warning that several US states have bills in process that would require that all firearm ammunition be encoded with a micro-stamp in order to keep track of ammunition sales.  The email goes on to say that any non encoded ammunition sold would be subject to a tax. ,1
a/amybruce.htm,Amy Bruce a sick little girl will get help from forwarded emails,Anemail is received alleged to be from a seven year old girl who has lung cancerfrom second hand smoke and a large brain tumor from beatings.  The emailsays she will die without help but that her family can't pay.  Recipientsof the message are asked to forward it to others and that the Make-A-WishFoundation has agreed to donate 7 cents for each name on the list for Amy'smedical treatment.  ,0
a/andyrooneycommentary.htm,Andy Rooney's view of the world,A commentary attributed to CBS's Andy Rooney. ,0
a/angel-chelsea.htm,Teen Escapes Death After Hospital Video Captures Images of What the Family Believes Was an Angel,A forwarded email about the story of how a little girl at Presbyterian Hospital in Charlotte North Carolina miraculously recovered from cancer after an angel was seen on a video surveillance monitor. ,1
a/angeltree.htm,President George Bush's visit to the inner city at Christmas,First-hand account of a visit by George and Laura Bush to an inner city church in Alexandria Virginia. The writer says that after the media left he expected the president to disappear too but that he and Mrs. Bush stayed behind interacting with inner city kids and parents. The writer says it's an example of the fact that Mr. Bush is authentic. ,1
a/animusic.htm,Music from Tractor Parts,The email comes with a video file attachment.  It says that it is a performance of music from a mechanical device that was built by the Robert M. Trammell Music Conservatory and the Sharon Wick School of Engineering at the University of Iowa and 97 percent of it is components from farm equipment from John Deere and the Irrigation Equipment company from Bancroft Iowa. It says it took the team a combined 13029 hours to build align calibrate and tune the instrument.  The eRumor also claims that the device is on display at the Matthew Gerhard Alumni Hall at the University of Iowa. ,0
a/anistonpix.htm,Pictures of Godmother Aniston,This is an email that contains three pictures and the message "Look who originated the email." The initial email says its from Jennifer Aniston and was sent to someone named Jeff Prasertlum with the message to him that says  "Jeff  Here are some pic's of that Christening that I went to that I wastelling you about...." The pictures include Jennifer Aniston Courteney Cox Arquette and her baby Cody among others. Jeff  Here are some pic's of that Christening that I went to that I was telling you about... ,1
a/annapolis-midshipmen-swords.htm,Secret Service prohibited Midshipmen from wearing ceremonial swords to their graduation ceremony,A forwarded email that says that the graduating Midshipmen at the U.S. Naval Academy in Annapolis were not permitted to wear ceremonial swords as part of their uniform by the Secret Service as a safety concern for President Obama.  ,0
a/annelotz.htm,Anne Graham Lotz on morning television regarding Sep 11, Supposedly an account of an Interview between television's Bryant Gumbel and a daughter of the Rev. Billy Graham.  On an evening program Gumbel is said to have asked why didn't God stop the terrorist attacks of September 11 2001?  She said we've told God to get out of a lot of things in America and he did and that we need to make up our minds whether we want him or not not just when disaster strikes. ,1
a/annmargret.htm,Ann-Margret's tribute to American Vets,   A warm story about a Vietnam vet who wanted actress Ann-Margret to sign a snapshot he had taken of her when she once performed for troops in Vietnam. He and his wife went to a bookstore where Ann-Margret was autographing books but an announcement was made that she would be signing books only not other memorabilia. The vet decided to get in line anyway to at least show her the picture and tell her how much visits like hers meant to troops so far from home. When she saw the photo tears came to her eyes and she called him one of her "gentlemen from Vietnam" and said she would sign the photo for him. She gave him a kiss and told the crowd how much she appreciated the veterans for what they had done. It was emotional for those in the crowd but especially so for the vet who later told his wife it had been the first time anyone had thanked him for his service in the Army. Like other Vietnam vets he returned to an America that had been tormented by the controversial conflict and did not offer the warmth gratitude and enthusiasm enjoyed by soldiers returning from other military actions. ,1
a/antbrains.htm,Ants can invade your brain so don't eat sweets at bedtime,Two stories are told in this email.   One is of a boy who died because of ants in his brain.  He fell asleep with sweets either in his mouth or nearby and the ants that were attracted got into his brain through the ears.  After complaining of discomfort the boy was taken to the doctor who discovered through an x-ray that there were ants living in the boy's brain.  The doctor could not do surgery because the ants were moving around so the boy died. The other story is about a patient in a hospital in Taiwan who didn't listen when nurses warned him not to eat sweets in bed.  He later died and an autopsy found live ants in his brain. ,0
a/anthraxenvelope.htm,Anthrax-deaths associated with a particular kind of envelope,This is an anthrax warning.  The writer says he or she got a call from a good source at the Centers for Disease Control saying that there have been 7 deaths from anthrax coming in the mail all of them in the same type of envelope.  It has a United States flag on it and a message about "Help the Families."  The writer says that if you get that envelope call the CDC.  This is an anthrax warning.  The writer says he or she got a call from a good source at the Centers for Disease Control saying that there have been 7 deaths from anthrax coming in the mail all of them in the same type of envelope.  It has a United States flag on it and a message about "Help the Families."  The writer says that if you get that envelope call the CDC. ,0
a/antoniaforaker.htm,Savannah Foraker-forward emails to help with her medical costs,      This email says it's from Antonia Foraker of DelightWest Virginia and that her daughter Savannah has a rare blooddisease.  The email says that local businesses have offered to pay a nickelfor each email that is forwarded about her.  The email then lists the namesof her family and an email address to respond to.  This email says it's from Antonia Foraker of DelightWest Virginia and that her daughter Savannah has a rare blooddisease.  The email says that local businesses have offered to pay a nickelfor each email that is forwarded about her.  The email then lists the namesof her family and an email address to respond to ,0
a/anwar.htm,Drilling for oil in ANWAR,A message that includes pictures and graphics about the Arctic National Wildlife Refuge in Alaska.  It says that the controversial portion of ANWAR where oil drilling could take place is desolate and not reflected by the pretty pictures circulated by opponents of oil drilling in ANWAR.  The message also says that animals such as caribou and bears are not bothered by the drilling that has already taken place in nearby Prudhoe Bay and that Al Gore said the government should work to raise gas prices to $5 a gallon.  The bottom line according to the email is that the Democrats who are opposed to the oil drilling in ANWAR are lying. ,1
a/anybirthday.htm,Anybirthday.com-crooks using the site for identity theft,  This message says that a friend of the writer got a warning from the  IRS about www.anybirthday.com and that criminals are using it to steal  personal information and Social Security numbers. It says that the crooks can get the birth information from the site then for a fee can get an "advanced report" with Social Security numbers. It suggests that you use the website's "opt-out" function to have your information removed. ,0
a/aol-emailtax.htm,AOL commercial email tax?,An alert from Moveon.org asking you to sign a petition targeted to AOL.  The email says that AOL is going to be charging an "email tax" to corporations and other large originators of emails which would bypass AOL's spam filters and give guaranteed quick delivery to the addressees.  The email objects to senders of email being divided into preferential categories and the threat that ordinary emails would be lost in spam filters. ,1
a/aol-internetsplit.htm,AOL Is Splitting from the Internet and setting up its own technology,  This email says that effective April 15 AOL is separating itself from the Internet and will operate on its own.  People will not be able to send and receive email between AOL and the rest of the Internet and according to the email AOL regards itself as the original Internet and wants everybody to sign up. ,0
a/aolhack.htm,AOL Virus-Forward an email to protect yourself from it, You are asked to forward this email to others.  It warns that an "elite group of hackers" is going to create a huge virus that it will knock you off AOL forever.  If you want to escape the mayhem forward the email to as many people as you can. ,0
a/aolmessaging.htm,AOL Instant Messaging will disappear if you don't forward emails about it,This email says that your favorite instant messaging service is about to eliminate or start charging for its instant messaging service because of "bad reports" or because of high costs.  Votes are needed and you are asked to sign the bottom of the email and pass it along.   ,0
a/aolmoney.htm,AOL and Intel-get cash for forwarding an email about a merger,Summary of Rumor AOLand Intel are merging and to keep the value of their merger high they areconducting an email test.  It's to keep the email usage of AOL at a peaklevel. If you forward the email to your friends Intel will track your forwardedemails for a period of two weeks (If you use Microsoft Windows) and will sendyou a check for more than $200 for each person who received your email. Further money will be given if the people you sent it to forward it to others.  ,0
a/aolsecurityhole.htm,AOL Instant Messenger security hole, 1-03-02 A warning that says that a security hole has been discovered in AOL Instant Messenger that can allow hackers to access your computer. ,1
a/Apple-Mac-Flashback-Trojan.htm,Trojan Virus Has Infected Over Half a Million Macintosh Computers,A Trojan virus is circulating the Internet that is infecting Macintosh computers manufactured by Apple.  This malware can open up Macs to remote control operation by criminals.  ,1
a/applebees.htm,Applebees restaurants gift certificates for forwarding an email forthem,This message claims to come from the founder of Applebees' restaurants.  It says that they want to get the word out to people in rural areas and if you'll forward the email to 9 other people you'll get a confirmation number for a $50 gift certificate from them. ,0
a/aprilvirus.htm,The Charles IX Virus,An email warning that on April 1st at 12:00AM Eastern Time a massive and destructive virus is going to be unleashed on the Internet called the "Charles IX virus." ,0
a/area809.htm,Don't call area 809 and other Caribbean codes,The email warns never to call area code 809 284 or 876 because you could get charged $25 or more per minute for the call.  It goes on to describe various ways in which scam artists in the Virgin Islands are tricking people into returning their calls then charging outrageous rates for making the call.  (Complete versions are below.)  ,1
a/arizona-billboard.htm,Arizona Billboard Directs Illegal Immigrants To California,This is a forwarded photo of a highway billboard that tells illegal immigrants arriving to Arizona that they are not welcome there and offers directions to California where they can receive free housing food medical care and tax free jobs.  ,0
a/Arizona-Desert-Trash.htm,Photos of Trash in the Arizona Desert Left Behind by Illegal Immigrants,This is an email that says it is an "Eye Opener" from the Sonoran Desert in Arizona with photos of trash covered landscape.   The email says 3000 backpacks clothes food wrappers water bottles and soiled baby diapers were discarded by illegal aliens along a trail leading North to Tucson from the Mexican border. ,1
a/Arizona-protest-flag-desecration.htm,Immigration Protesters Desecrated US Flag in Arizona, This is a forwarded email with a photo that says the American flag was desecrated by protesters at an immigration rally in Phoenix Arizona. ,1
a/Arizona-UN-Report.htm,State Department Reported Arizona to the United Nations Human Rights Commission,Various forwarded emails warning that the Obama Administration has reported the State of Arizona to the United Nations Human Rights Commission for its passage of SB-1070 the controversial immigration law.  Some allege that by doing so President Obama gave jurisdiction over the Arizona issue to the United Nations. ,1
a/arizonaaids.htm,AIDS infected needle in soft drink machine,The alleged story of Jennifer Hudson an Arizona woman who was nicked by an HIV-infected needle and died of AIDS. ,0
a/armstrong-gorsky.htm,Neil Armstrong  wished "Mr. Gorsky" luck from the moon,NeilArmstrong the first man to walk on the moon is quoted as saying "Goodluck Mr. Gorsky" during his first lunar walk in 1969 on the Apollo 11mission.  Years later Mr. Armstrong says that now that Mr. Gorsky is deadhe can tell the real story.  He says that when he was a child he overheardhis neighbor a Mr. Gorsky being told by his wife that when the kid next doorwalks on the moon...that's when Mr. Gorsky will get sex.  Some versions saythat's when he'll get oral sex.    ,0
a/Army-MRE-Afghanistan.htm,Army Serving MRE's Instead of Hot Cooked Breakfasts to Troops in Afghanistan,Rumors are circulating social media like Facebook and Twitter that allege that owing to cutbacks the U.S. Army has ceased serving hot breakfasts to service personnel in Afghanistan.  ,1
a/arpaio_sharpton.htm,Sheriff Joe Arpaio wrote a letter of invitation to civil rights leader Al Sharpton,A forwarded email containing a letter addressed to Rev. Al Sharpton from  Sheriff Joe Arpaio of Maricopa County in the state of Arizona.  It is an invitation from the Sheriff to discuss the policies and training in Maricopa county with Sharpton when he visits in June.  Sharpton is organizing a protest march and demanding that Sheriff Arpaio be fired for racial profiling. ,1
a/asha.htm,Asha Degree a ten-year-old is missing from North Carolina,Theemail being circulated says Asha Degree disappeared on Valentine's Day 2000and asks that people circulate a picture of her as a part of trying to solve thecase and have her returned safely.  The email says it's written by a cousinof Asha's and refers people to the web page of a television station inCharlotte North Carolina.  ,1
a/ashcroft-breast.htm,The U.S. Justice Department spent $8000 for a drapery to cover a female statue with an exposed breast,This eRumor says it is an open letter written by poet  Claire Braz-Valentine  to U.S. Attorney General John Ashcroft regarding the decision to cover a female statue with an exposed breast at the justice department.  The letter criticizes Ashcroft for being concerned about the breast when there are more important issues to pay attention to. ,1
a/ashcroft-calico.htm,U.S. Attorney General John Ashcroft believes calico cats are of thedevil,The eRumor quotes from an article about U.S. Attorney General John Ashcroft saying that he believes that calico cats are a sign of the devil. ,0
a/ashley-smith.htm,The faith of Atlanta hostage Ashley Smith,The dramatic story of Ashley Smith who was held hostage in Atlanta Georgia by an accused rapist and fugitive from the law who police say killed four people during his run from the law. ,1
a/ashley.htm,President Bush comforts a teen who lost her mother in the World TradeCenter,The eRumor tells a touching story of a President pausing to encourage and hug a teenage girl in a crowd in Ohio. Her mother was killed in the World Trade Center on September 11 2001. ,1
a/ashleyflores.htm,Help Find Ashley Flores,The eRumor includes a picture and says it is of a 13-year old girl named Ashley Flores who has been missing for two weeks.  She is said to be the daughter of a deli manager for Acme markets in Philadelphia Pennsylvania USA.  Another version claims she is missing from Mandurah Western Australia. ,0
a/ATF-FAST-AND-FURIOUS.htm,Bureau of Alcohol Tobacco and Firearms Approved Sales to Mexican Gun Runners ,This is a forwarded email with a YouTube video link of a report that the Bureau of Alcohol Tobacco Firearms and Explosives allowed an Arizona gun dealer to complete weapons transactions even if employees suspected that the products would end up South of the border and in the hands of drug gangs.  ,1
a/atheist-holiday.htm,Florida Court Sets Atheist Holiday,A forwarded email about an atheist who filed adiscrimination lawsuit to stop observances of Passover and Easter on the grounds that there were not any holidays set aside for atheists.   The judge dismissed the case citing Psalm 14:1 and told the plaintiff that the first day in April has been set aside for those who did not believe in God. ,0
a/atheistholiday.htm,The Judge Who Called April Fool's Day the "Atheist's Holiday",An atheist allegedly filed a lawsuit in Florida objecting to Easter and Passover celebrations while atheists had no holiday to celebrate.  The judge dismisses the case and says the atheists do have their own holiday...April 1 April Fool's Day.  ,0
a/atm-911.htm,Call the police to an ATM machine by entering your PIN backwards,An alert that if you ever find yourself in a scary situation at a banking ATM machine such as a thief forcing you to withdraw cash just enter your personal identification number (PIN) backwards. That will automatically send a message to the police that you are in trouble and they will respond to the machine.  The eRumor says that most people don't know about this. ,0
a/atm-terminals.htm,Press "Clear" at the ATM machine or you may be overcharged,The writer of the email says a friend found two $50 charges on her credit card from a gas station---when there should have been just one.  She said it was because she did not press "clear" after finishing the transaction and an employee at the store was able to use the same pump to get gas for himself. ,0
a/australianbus.htm,The case of the pregnant lady on the bus in Australia,A humorous story of a pregnant woman in Australia who had a man arrested for annoying her while riding on a bus. She kept changing seats to get away from him and he kept smiling and then laughing at her. In court the man explained that she had sat in a series of seats that were under advertising signs that were hilarious considering her condition of being 8 months pregnant. ,0
a/autismspeaks.htm,Watch a Video-Donate to Autism,The eRumor says that the web site Autism Speaks has created a music video of the song "World" from the music group Five for Fighting.  If you watch it 49-cents will be donated to Autism Speaks. ,1
